% 1. Title: Part of the IRAS Low Resolution Spectrometer Database
% 
% 2. Sources:
%    (a) Originator: Infra-Red Astronomy Satellite Project Database
%    (b) Donor: John Stutz <STUTZ@pluto.arc.nasa.gov> 
%        -- It's possible that one of John's colleagues actually provided
%           this to UCI, perhaps Mike Marshall (MARSHALL%PLU@io.arc.nasa.gov)
%    (c) Date: March 1988 (approximately)
% 
% 3. Past Usage: unknown
%    -- A NASA-Ames research group concerned with unsupervised learning tasks
%       may have used this database during their empirical studies of their
%       algorithm/system (AUTOCLASS II).  See the 1988 Machine Learning
%       Conference Proceedings, 54-64, for a description of their algorithm.
% 
% 4. Relevant Information: (from John Stutz)
% 
%     The Infra-Red Astronomy Satellite (IRAS) was the first attempt to
% map the full sky at infra-red wavelengths.  This could not be done from
% ground observatories because large portions of the infra-red spectrum is
% absorbed by the atmosphere.  The primary observing program was the full
% high resolution sky mapping performed by scanning at 4 frequencies. The
% Low Resolution Observation (IRAS-LRS) program observed high intensity
% sources over two continuous spectral bands.  This database derives from
% a subset of the higher quality LRS observations taken between 12h and
% 24h right ascension. 
% 
%     This database contains 531 high quality spectra derived from the
% IRAS-LRS database.  The original data contained 100 spectral
% measurements in each of two overlapping bands.  Of these, 44 blue band
% and 49 red band channels contain usable flux measurements.  Only these
% are included here.  The original spectral intensities values are
% compressed to 4-digits, and each spectrum includes 5 rescaling
% parameters.  We have used the LRS specified algorithm to rescale these
% to units of spectral intensity (Janskys).  Total intensity differences
% have been eliminated by normalizing each spectrum to a mean value of
% 5000.
% 	
%     This database was originally obtained for use in development and
% testing of our AutoClass system for Bayesian classification.  We have
% not retained any results from this development, having concentrated our
% efforts of a 5425 element version of the same data.  Our classifications
% were based upon simultaneous modeling of all 93 spectral intensities.
% With the larger database we were able to find classes that correspond
% well with known spectral types associated with particular stellar types.
% We also found classes that match with the spectra expected of certain
% stellar processes under investigation by Ames astronomers.  These
% classes have considerably enlarged the set of stars being investigated by
% those researchers.  
% 
% Origional Data
%     The origional fortran data file is given in spectra-2.data.  The file
% spectra-2.head contains information about the .data file contents and 
% how to rescale the compressed spectral intensities. 
% 
% 5. Number of Instances: 531
% 
% 6. Number of Attributes: 103 (including the 10-attribute "header")
% 
% 7. Attribute Information: 
%     1. LRS-name: (Suspected format: 5 digits, "+" or "-", 4 digits)
%     2. LRS-class: integer - The LRS-class values range from 0 - 99 with
% 	the 10's digit giving the basic class and the 1's digit giving
% 	the subclass. These classes are based on features (peaks,
% 	valleys, and trends) of the spectral curves.  
%     3. ID-type: integer
%     4. Right-Ascension: float - Astronomical longitude. 1h = 15deg
%     5. Declination: float - Astronomical lattitude. -90 <= Dec <= 90
%     6. Scale Factor: float - Proportional to source strength
%     7. Blue base 1: integer - linear rescaling coefficient
%     8. Blue base 2: integer - linear rescaling coefficient
%     9. Red base 1: integer - linear rescaling coefficient
%    10. Red base 2: integer - linear rescaling coefficient
%    11-54: fluxes from the following 44 blue-band channel wavelengths: 
%           (all given as floating point numerals)
%      - 11. 7.8636
%      - 12. 8.0485
%      - 13. 8.2286
%      - 14. 8.4043
%      - 15. 8.5758
%      - 16. 8.7436
%      - 17. 8.9078
%      - 18. 9.0686
%      - 19. 9.2262
%      - 20. 9.3809 
%      - 21. 9.5328
%      - 22. 9.6820
%      - 23. 9.8286 
%      - 24. 9.9728 
%      - 25. 10.1148 
%      - 26. 10.2545 
%      - 27. 10.3922 
%      - 28. 10.5279 
%      - 29. 10.6616 
%      - 30. 10.7935 
%      - 31. 10.9237 
%      - 32. 11.0521 
%      - 33. 11.1790 
%      - 34. 11.3042 
%      - 35. 11.4280 
%      - 36. 11.5503 
%      - 37. 11.6711 
%      - 38. 11.7907 
%      - 39. 11.9089 
%      - 40. 12.0258 
%      - 41. 12.1415 
%      - 42. 12.2560 
%      - 43. 12.3693 
%      - 44. 12.4816 
%      - 45. 12.5927 
%      - 46. 12.7028 
%      - 47. 12.8118 
%      - 48. 12.9199 
%      - 49. 13.0269 
%      - 50. 13.1330 
%      - 51. 13.2382 
%      - 52. 13.3425 
%      - 53. 13.4459 
%      - 54. 13.5485
%     55-103: fluxes from the following 49 red-band channel wavelengths: 
%            (all given as floating point numerals)
%      - 55. 10.9929 
%      - 56. 11.3704 
%      - 57. 11.7357 
%      - 58. 12.0899 
%      - 59. 12.4339 
%      - 60. 12.7687 
%      - 61. 13.0948 
%      - 62. 13.4131 
%      - 63. 13.7239 
%      - 64. 14.0278
%      - 65. 14.3252 
%      - 66. 14.6166 
%      - 67. 14.9022 
%      - 68. 15.1825 
%      - 69. 15.4576 
%      - 70. 15.7280 
%      - 71. 15.9937 
%      - 72. 16.2551 
%      - 73. 16.5123 
%      - 74. 16.7656
%      - 75. 17.0151 
%      - 76. 17.2610 
%      - 77. 17.5034 
%      - 78. 17.7425 
%      - 79. 17.9784 
%      - 80. 18.2113 
%      - 81. 18.4412 
%      - 82. 18.6682 
%      - 83. 18.8925 
%      - 84. 19.1142
%      - 85. 19.3334 
%      - 86. 19.5500 
%      - 87. 19.7643 
%      - 88. 19.9763 
%      - 89. 20.1861 
%      - 90. 20.3937 
%      - 91. 20.5992 
%      - 92. 20.8026 
%      - 93. 21.0041 
%      - 94. 21.2037
%      - 95. 21.4014 
%      - 96. 21.5973 
%      - 97. 21.7914 
%      - 98. 21.9838 
%      - 99. 22.1745 
%      - 100. 22.3636 
%      - 101. 22.5511 
%      - 102. 22.7371 
%      - 103. 22.9216
% 
% 8. Missing Attribute Values: not checked (none?)
% 
% 9. Class Distribution: not checked
% 
% 
% 
% 
@relation lrs
@attribute ID-type real
@attribute Right-Ascension real
@attribute Declination real
@attribute Scale_Factor real
@attribute Blue_base_1 real
@attribute Blue_base_2 real
@attribute Red_base_1 real
@attribute Red_base_2 real
@attribute 7.8636 real
@attribute 8.0485 real
@attribute 8.2286 real
@attribute 8.4043 real
@attribute 8.5758 real
@attribute 8.7436 real
@attribute 8.9078 real
@attribute 9.0686 real
@attribute 9.2262 real
@attribute 9.3809  real
@attribute 9.5328 real
@attribute 9.6820 real
@attribute 9.8286  real
@attribute 9.9728  real
@attribute 10.1148  real
@attribute 10.2545  real
@attribute 10.3922  real
@attribute 10.5279  real
@attribute 10.6616  real
@attribute 10.7935  real
@attribute 10.9237  real
@attribute 11.0521  real
@attribute 11.1790  real
@attribute 11.3042  real
@attribute 11.4280  real
@attribute 11.5503  real
@attribute 11.6711  real
@attribute 11.7907  real
@attribute 11.9089  real
@attribute 12.0258  real
@attribute 12.1415  real
@attribute 12.2560  real
@attribute 12.3693  real
@attribute 12.4816  real
@attribute 12.5927  real
@attribute 12.7028  real
@attribute 12.8118  real
@attribute 12.9199  real
@attribute 13.0269  real
@attribute 13.1330  real
@attribute 13.2382  real
@attribute 13.3425  real
@attribute 13.4459  real
@attribute 13.5485 real
@attribute 10.9929  real
@attribute 11.3704  real
@attribute 11.7357  real
@attribute 12.0899  real
@attribute 12.4339  real
@attribute 12.7687  real
@attribute 13.0948  real
@attribute 13.4131  real
@attribute 13.7239  real
@attribute 14.0278 real
@attribute 14.3252  real
@attribute 14.6166  real
@attribute 14.9022  real
@attribute 15.1825  real
@attribute 15.4576  real
@attribute 15.7280  real
@attribute 15.9937  real
@attribute 16.2551  real
@attribute 16.5123  real
@attribute 16.7656 real
@attribute 17.0151  real
@attribute 17.2610  real
@attribute 17.5034  real
@attribute 17.7425  real
@attribute 17.9784  real
@attribute 18.2113  real
@attribute 18.4412  real
@attribute 18.6682  real
@attribute 18.8925  real
@attribute 19.1142 real
@attribute 19.3334  real
@attribute 19.5500  real
@attribute 19.7643  real
@attribute 19.9763  real
@attribute 20.1861  real
@attribute 20.3937  real
@attribute 20.5992  real
@attribute 20.8026  real
@attribute 21.0041  real
@attribute 21.2037 real
@attribute 21.4014  real
@attribute 21.5973  real
@attribute 21.7914  real
@attribute 21.9838  real
@attribute 22.1745  real
@attribute 22.3636  real
@attribute 22.5511  real
@attribute 22.7371  real
@attribute 22.9216 real
@attribute LRS-class {2, 3, 4, 5, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 50, 69, 71, 72, 73, 79, 80, 81, 82, 85, 91, 92, 95, 96}
@data
2,12.07,-62.43,1.25E-016,2498,2630,1740,1783,4119.17,4897.3,4163.97,5000.72,5769.18,6097.51,5659.45,6674.61,7179.83,9152.51,10251.94,10597.77,10204.27,9550.1,9945.97,10132.45,9957.12,9845.94,9239.02,8931.32,9941.47,9545.51,8763.51,8470.2,8738.25,7618.7,7997.93,8596.59,7813.35,6856.33,6704.27,6220.29,5853.16,5685.51,5600.51,5170.77,5048.77,4781.49,5435.98,5091.8,5059.64,4531.72,4804.48,4501.69,8575.65,8911.36,8195.73,7579.88,6287.37,5500.68,5336.6,5152.62,4210.76,4029.71,3308.75,2899.82,2982.42,2845.66,2824.32,2406.95,2513.89,2680.68,2640.91,2279.19,2497.33,3158.56,2494.87,2748.68,2627.82,2669.39,2561.38,2584.46,2059.06,2267.37,2365.99,1779.37,2316.81,2471.04,1341.65,1735.24,2210.05,1565.08,1301.93,1669.91,2039.34,1891.61,1040.12,1211.54,1767.62,1146.95,1392.47,1278.99,1440.48,28
3,12.11,-62.99,2.97E-016,1086,1241,421,674,7661,7906.78,7821.9,7240.52,6555.79,6364.13,5450.4,5325.72,4858.75,4209.96,3574.59,3275.36,2741.71,2536.17,2475.1,2257.15,2266.57,2571.12,3073.61,3517.29,3414.5,3119.18,3287.46,3818.62,4279.37,4613.55,4494.87,4450.2,4192.48,4013.24,3905.34,3813.5,3805.49,3897.34,3955.33,4125.67,4278.19,4716.91,5234.98,4849.08,4306.29,3713.59,3418.66,3162.09,3547,3414.15,3778.11,4152.1,4247.26,4579.74,4736.76,4513.27,4179.37,4063.14,3960.4,3925.54,3939.83,4374.12,5169.56,5719.94,5349.48,5162.75,5133.9,5209.43,5333.17,5334.85,5459.62,5679.85,5648.73,5823.61,6325.72,6834.14,7166.97,6837.47,6553.48,6430.9,6302.13,6378.44,6231.03,6183.51,6746.71,6653.8,6648.3,6879.97,7056.41,6817.43,6682.79,6988.6,7084.04,6971.78,7015.57,6962.22,6263.44,85
3,12.12,-62.55,3.13E-015,481,270,63,451,3196.43,3013.97,3003.15,3099.57,3130.77,3287.74,3371.36,3405.32,3451.81,3507.87,3486.15,3553.95,3469.22,3459.95,3527.61,3684.8,3929.29,3984.26,4190.92,4368.69,4275.52,4174.91,4142.38,4163.85,4103.86,4336.97,4417.57,4448.56,4406.98,4394.99,4396.3,4428.67,4417.36,4423.78,4483.49,4592.02,4650.2,4584.02,4384.58,4293.93,4159.6,3961.59,3708.8,3402.69,4149.15,3988.31,4156.42,4365.53,4432.78,4464.74,4481.36,4518.18,4610.69,4656.01,4788.82,4983.22,5214.78,5454.61,5796.7,6074.53,6095.62,6193.05,6226.2,6262.39,6354.2,6335.06,6461.83,6570.17,6745.21,6770.8,6927.48,6894,7077.46,6963.43,6941.24,6915.41,6777.87,6899.45,6722.79,6550.62,6873.69,6883.7,6795.33,7048.22,6998.42,6669.61,6551.06,6679.77,6564.26,6309.64,5954.39,5337.89,4638.52,95
4,12.25,-67.68,1.73E-015,191,232,103,103,26028.45,23706.81,21255.07,19268.3,17711.97,16660.47,15168.01,14472.59,13418.57,12521.33,11818.07,10889.02,10382.42,9931.64,9430.42,8905.31,8584.79,8150.07,7622.38,7312.57,7140.92,6767.39,6391.22,5999.14,5875.4,5746.36,5396.84,5172.2,5106.97,4815.95,4559.47,4459.76,4267.08,4069.1,3841.9,3859.14,3671.83,3468.58,3331.77,3250.76,3315.88,3096.75,2962.64,2956.06,7114.68,6413.31,5624.27,5164.65,4404.83,3958.51,3647.67,3281.04,2898.48,2630.15,2401.67,2252.89,2056.3,1918.15,1780,1679.04,1543.55,1463.85,1352.27,1272.57,1182.24,1105.19,1052.06,998.93,967.04,913.91,860.78,842.18,791.7,757.16,642.93,717.31,712,584.48,637.61,611.04,563.22,539.31,536.66,523.37,507.43,446.33,417.1,454.3,448.98,459.61,409.13,366.63,332.09,18
0,12.36,-62.3,2.18E-016,1401,1268,1042,1063,15835.39,15097.7,14774.42,15353.49,13989.91,12910.53,12632.64,12481.22,10711.86,10101.68,10074.73,9633.16,8729.26,8142.63,8524.45,7750.59,7820.45,8042.5,8046.22,7943.49,7393.14,7141.74,7574.48,7269.79,6768.78,7194.06,6705.82,6279.9,6620.68,5943.39,5455,5667.28,5499.82,4937.96,4999.73,4149.82,4160.18,4471.32,3802.93,3712.31,4155.44,3507.15,3653.08,3608.22,7488.2,7497.98,6964.86,6191.48,5031.09,4663.16,4693.3,4070.45,3638.4,3930.91,3276.95,3120.11,2781.69,2760.62,3042.22,2454.39,2128.87,2460.05,2000.66,2175.95,1933.03,1968.94,1689.36,1679.43,1634.66,1624.75,1589.17,1645.31,1426.32,1425.62,1417.59,1305.02,1364.87,1076.22,1123.25,1082.24,1393.42,1123.13,1058.3,1083.35,664.51,909.68,837.53,862.61,693.25,890.76,473.78,658.46,725.75,42
4,12.38,1.05,4.84E-016,515,589,403,419,15979.91,15094.22,15370.21,15239.37,15328.08,14923.84,14631.08,15072.83,14783.54,14046.88,12773.35,12408.22,11989.1,11558.19,11034.45,10038,9745.63,10003.72,8808.12,8904.17,9086.36,9439.1,8343.22,8591.32,7615.36,7044.63,7275.92,6218.98,6068.72,5428.85,5131.74,4442.95,4085.09,4164.54,3538.26,3710.61,3175.53,3108.16,2652.47,2791.1,2536.36,2261.36,2264.96,2688.99,8636.87,8252.75,7210.19,6007.25,4757.06,3989.78,3269.79,2926.33,2457.94,1982.83,1739.03,1952.81,1812.03,1575.03,1415.71,1664.99,1249.05,1314.31,1227.63,1223.69,1164.04,1178.69,1233.87,1093.2,969.43,881.11,954.89,994.91,778.3,877.42,969.8,726.19,680.13,718.49,554.25,639.9,772.83,622.11,778.69,400.05,284.8,517.36,474.72,577.29,473.88,377.22,368.36,548.61,327.02,4
4,12.38,-59.73,5.64E-016,497,525,286,338,13409.69,12985.15,12330.41,11932.75,11440.47,10709.53,10513.88,10045.67,10006.82,10419.94,10280.84,10688.33,10961.66,10826.84,10686.38,10167.42,9816.54,9604.08,9120.45,9112.8,8910.25,8196.44,8252.36,8062.54,7655.23,7093.99,6703.64,6779.37,6764.71,6134.28,5861.18,5517.47,5194.95,4991.07,4706.69,4878.5,4410.53,4325.3,4062.13,3844.15,3935.48,3666.67,3539.1,3575.36,8089.08,7961.05,7285.11,6592.3,5580.37,4963.95,4436.56,4097.07,3740.68,3326.42,3098.64,2846.88,2662.95,2431.04,2248.59,2350.05,2162.01,1971.18,1961.15,1898.88,1826.76,1686.86,1712.23,1700.9,1576.6,1524.35,1570.99,1386.01,1308.39,1398.86,1246.42,1182.97,1173.21,1160.63,1107.11,958.98,1026.95,998.89,955.31,969.64,893.6,793.56,882.78,755.93,739.25,620.88,680.49,723.16,613.3,23
2,12.39,-59.35,5.29E-016,747,901,293,313,4723.84,5399.36,5080.29,4978.89,4896.75,5576.8,5950.46,6248.96,7323.31,8390.9,9771.89,10883.39,11678.91,12311.66,12549.06,12332.26,11700.94,11143.56,10818.82,10546.12,10001.19,9427.56,9346.53,9087.68,8909.58,8455.15,7743.52,7472.49,7283.58,6912.74,6603.49,5887.91,5498,5270.93,5194.4,5067.26,4632.3,4577.73,4350.79,4532.97,4211.66,3913.64,3968.64,3767.8,10044.85,9344.82,8491.58,7059.61,6180.43,5547.55,4610.94,4373.52,4043.07,3671.59,3468.42,3087.4,2944.45,2822.05,2632.61,2471.92,2422.06,2550.09,2508.46,2423.06,2522.38,2449.31,2377.62,2329.19,2365.6,2404.76,2322.15,2061.67,2043.38,2044.25,2012.29,2020.02,1771.89,1789.2,1755.89,1689.75,1711.18,1405.61,1294.34,1464.92,1301.65,1135.66,1213.21,1189.52,1184.99,1124.37,983.02,919.67,990.4,29
2,12.41,-58.72,5.56E-016,557,550,330,328,24852.16,23494.66,21760.83,20237.52,18943.15,17393.51,15909.65,14902.1,13665.59,12418.55,12279.4,11266.55,10666.86,10301.38,9267.47,8862.5,8531.21,7842.02,7631.78,6992.58,7140.22,6803.65,6332.86,6151.55,5757.07,5602.06,5281.26,5084.14,4800.18,4666.22,4774.35,4566.7,4369.57,3446.12,3704.24,3901.84,3875.75,3494.4,3428.83,3360.63,3242.43,2918.97,2840.23,2937.82,6845.9,6314.48,5672.54,5085.86,4467.59,4057.21,3483.67,3018.02,2805,2647.24,2515.79,2155.39,1997.62,1718.79,1647.86,1692.72,1466.52,1429.79,1261.48,1180.01,1088.01,1346.01,914.54,848.85,980.53,783.27,830.73,722.94,812.51,599.45,496.91,739.11,749.73,736.66,518.33,400,539.56,402.81,466.05,605.61,405.7,289.99,371.65,519.11,440.24,264.01,437.77,361.54,164.25,18
0,12.46,-76.79,4.75E-016,535,568,324,362,7437.99,7775.49,8206.88,9054.72,9833.84,10494,10655.78,11683.49,11830.77,11947.65,12491.56,12246.25,11974.51,11817.79,11445.61,11158.04,10857.26,10660.93,10115.6,9758.01,9615.91,9259.66,9211.44,8996.65,8684.05,8195.63,7893.61,7488.49,6692.06,5944.55,5651.82,5024.63,4690.92,4055.81,3732.69,3652.83,3274.2,3134.86,3118.46,2923.61,2956.14,2781.12,2681.46,2464.15,9545.52,8860.46,7942.78,6748.85,5461.1,4254.04,3422.46,3117.07,2873.85,2530.19,2465.49,2390.25,2172.26,2194.89,2269.1,2265.34,2270.84,2185.15,2268.7,2243.85,2189.94,1985.34,2009.45,2017.72,2061.69,1957.62,2053.17,1963.66,1900.6,1854.74,1701.81,1711.49,1583.7,1576.22,1455.05,1332.57,1389.89,1322.96,1205.79,1245.95,1163.18,1068.51,1057.14,1099.97,1112.41,1024.38,994.52,1020.2,887.24,4
